Text,Language
<lbl>25</lbl> Nagbiag pay ni Nahor iti 119 a tawen ket naaddaan pay iti dadduma nga annak.,Ilocano
"<lbl>26</lbl> Idi agtawen ni Tera iti pitopulo, naparaburan kadagiti lallaki nga annak; isuda da Abram, Nahor ken Haran.",Ilocano
"<lbl>27</lbl> Dagitoy dagiti kaputotan ni Tera: Ni Tera ti ama da Abram, Nahor ken Haran.",Ilocano
Ni Haran d ama ni Lot.,Ilocano
"<lbl>28</lbl> Natay ni Haran iti ili a nakayanakanna, idiay Ur iti Babilonia, idi sibibiag pay ni amana.",Ilocano
<lbl>29</lbl> Inasawa ni Abram ni Sarai.,Ilocano
Inasawa ni Nahor ni Milca nga anak ni Haran nga ama ni Isca.,Ilocano
<lbl>30</lbl> Awan ti anak ni Sarai.,Ilocano
"<lbl>31</lbl> Innala ni Tera ni Abram nga anakna, ni Lot nga apokona nga anak ni Haran agraman ti manugangna nga asawa ni Abram ket nagkukuyogda a pimmanaw idiay Ur iti Babilonia tapno mapanda idiay Canaan.",Ilocano
Dimmanonda idiay Haran ket nagnaedda sadiay.,Ilocano
<lbl>32</lbl> Sadiay ti nakatayan ni Tera idi agtawen iti 205.,Ilocano
"<lbl>12</lbl> Kinuna u Apo ken ni Abram, ""Panawam ti daga a nakayanakam, dagiti kabagiam ken ti balay ni amain ket inka iti pagilian nga ipakitak kenka.",Ilocano
<lbl>2</lbl> Ikkankanto iti adu a kaputotan ket agbalindanto a naindaklan a nasion.,Ilocano
Bendisionankanto ket agdinamagto ti naganmo tapno mausar ti naganmo a pagbendision.,Ilocano
ngem ilunodkonto dagiti mangilunod kenka.,Ilocano
"panangbendisionko kenka.""",Ilocano
"Idi dumtengda idiay Canaan 6 sinursor ni Abram ti daga agingga a nadanonna ti nasagradoan a kayo ti More, ti nasantoan a disso idiay Sikem.",Ilocano
"(Kadagidi a tiempo, agnanaed pay laeng dagiti Cananeo iti dayta a daga.)",Ilocano
"<lbl>7</lbl> Nagparang ti Apo ken ni Abram ket kinunana kenkuana, ""Daytoy ti daga nga itedko kadagid kaputotam.""",Ilocano
"Kalpasanna, nangbangon sadiay ni Abram iti altar nga agpaay iti Apo a nagparang kenkuana.",Ilocano
<b>aâ€¢ Nang gon met sadiay iti	ket nagdaydayaw iti</b> APO.,Ilocano
"<lbl>9</lbl> Kalpasanna, nagalis-alis ket nagturong iti akin-abagatan a paset ti Canaan.",Ilocano
<lbl>10</lbl> Ngem adda bisin iti dayta a daga ket nakaro unay isut gapuna a nagpaabagatan ni Abram agingga a dimteng idiay Egipto tapno agnaed sadiay iti apagbiit.,Ilocano
"<lbl>11</lbl> Idi dandani sumrek iti daga ti Egipto, kinunana ken ni Sarai nga asawana, ""Napintaska.",Ilocano
"<lbl>12</lbl> No makitadaka dagiti Egipsio, ibagadanto nga asawaka, ket patayendakto ngem palubosandaka nga agbiag.",Ilocano
"<lbl>13</lbl> Ibagam kadakuada nga agkabsatta; gapu kenka, palubosandak nga agbiag ket nasayaat ti ipakitada kaniak.""",Ilocano
"</lbl>14</lbl> Idi addadan idiay Egipto, nakita dagiti Egipsio a talaga a napintas ti asawa ni Abram.",Ilocano
<lbl>15</lbl> Sumagmamano kadagiti ofisiales ti palasio ti nakakita kenkuana ket imbagada iti ari ti kiiiaPintasna.,Ilocano
Naipan ngarud ni Sarai iti palasio.,Ilocano
"<lbl>16</lbl> Nasayaat ti impakita ti ari ken ni Abram gapu ken ni Sarai; inikkan ti ari ni Abram kadagiti arban ti karnero ken kalding, baka, asno, tagabu ken kamelio.",Ilocano
"<lbl>17</lbl> Ngem gapu to innala ti ari ni Sarai, indissuor ti APO dagiti nakaro a sakit kenkuana ken kadagiti tattao iti palasiona.",Ilocano
"<lbl>18</lbl> Pinaayaban ti ari ni Abram ket sinaludsodna, ""Ania ti inaramidmo kaniak?",Ilocano
Apay a dimo imbaga nga asawam?,Ilocano
<lbl>19</lbl> Apay nga imbagam a kabsatmo ket impalubosmo nga alaek a kas asawak?,Ilocano
"Adtoy ti asawam; alaem ket pumanawkayon!""",Ilocano
"<lbl>20</lbl> Binilin ti ari dagiti tattaona, ket innalada ngarud ni Abram sada inruar iti pagilian agraman ti asawana ken ti amin a sanikuana.",Ilocano
Nagpaamianan ni Abram idi rummuar idiay Egipto ket nagturong iti akin-abagatan a paset ti Canaan.,Ilocano
"Kaduana ti asawana, dagiti amin a sanikuana ket simmurot met kenkuana ni Lot.",Ilocano
iti APO.,Ilocano
kalding ken baka ni Lot a kimmuyog ken ni Abram; adds bukodna a familia ken adu nga adipen.,Ilocano
<lbl>6</lbl> Saan a makaanay ti daga a pagpastoranda to agpadada nga aduan iti animalda.,Ilocano
<lbl>7</lbl> Daytoy ti gapuna a masansan nga agririri dagiti agay-aywan kadagiti animal da Abram ken Lot.,Ilocano
"(Kadagidi a tiempo, agnanaed pay laeng dagiti Cananeo ken Perezeo iti daga.)",Ilocano
"<lbl>8</lbl> Kimura ni Abram ken Lot, ""Agkabagianta.",Ilocano
Agririri dagiti tattaota.,Ilocano
<lbl>9</lbl> Masapul ngarud nga agsinata.,Ilocano
Piliem ti aniaman a paset ti daga a kayatmo.,Ilocano
"Inka iti maysa a disso ket mapanak iti sabali.""",Ilocano
Lot ti entero a Tanap ti Jordan ket immalis a nagturong iti daga.,Ilocano
Kastoy ti panagsina dagiti dua.,Ilocano
<lbl>12</lbl> Nagyan ni Abram iti daga ti Canaan ket nagnaed ni Lot kadagiti siudad ti tanap ket nagkampo iti asideg ti Sodoma.,Ilocano
<lbl>13</lbl> Managdakdakes dagiti tattao ti Sodoma ket nagbasolda iti Apo.,Ilocano
"<lbl>14</lbl> Kalpasan ti ipapanaw ni Lot, kinuna ti Apo ken ni Abram, ""Iwarasmo ti panagkitam manipud iti yanmo.",Ilocano
<lbl>15</lbl> Itedko kenka ken kadagiti kaputotam ti amin a daga a makitam ket kukuayonto iti agnanayon.,Ilocano
<lbl>16</lbl> Paraburankanto iti adu a kaputotam ket awanto ti makabilang iti dagupda.,Ilocano
Nalaklakanto a bilangen ti amin a tapok iti daga ngem ti kaaduda.,Ilocano
"<lbl>17</lbl> Ita, inks sursoren ti entero a daga gapu to itedko amin kenka daytoy.""",Ilocano
<lbl>18</lbl> Inyalis ngarud ni Abram ti kampona ket nagnaed iti asideg kadagiti nasagradoan a kayo ti Mamre idiay Hebron.,Ilocano
Nangbangon sadiay iti maysa nga altar nga agpaay iti Apo.,Ilocano
Tanap ti Kiriataim <lbl>6</lbl> ken dagiti Horeo iti kabambantayan ti Edomâ€”kinamatda ida agingga idiay Elparan iti pungto ti let-ang.,Ilocano
nasagradoan a kayo a kukua ni Mamre nga Amorreo.,Ilocano
Kadua idi ni Abram ni Mamre agraman da Escol ken Aner a kakabsatna.,Ilocano
"<lbl>14</lbl> Idi naammoan ni Abram a natiliw ti kaanakanna, inummongna dagiti amin a mannakigubat iti kampona nga agdagup iti 318 ket sinunsonda dagiti uppat nga ari agingga idiay Dan.",Ilocano
"is Sadiay, biningayna dagiti tattaona iti dua a bunggoy, dinarupda ti kabusor iti rabii ket pinarmekda ida.",Ilocano
"sinunsonda ida agingga idiay Hobah iti amianan ti Damasco, <lbl>16</lbl> ket naalada amin a nasamsam.",Ilocano
"Inyawidna met ni Lot a kaanakanna ken dagiti amin a sanikuana, agraman dagiti babbai ken dagiti dadduma a balud.",Ilocano
Melkisedec nga ari ti Salem ken padi pay ti Kangatoan a Dios iti tinapay ken arak ken ni Abram.,Ilocano
"<lbl>19</lbl> Binendisionanna ni Abram ket kinunana, ""Sapay koma ta bendisionan ti Kangatoan a Dios ni Abram.",Ilocano
"<lbl>20</lbl> Madaydayaw koma ti Kangatoan a Dios a nangted iti panagballigim kadagiti kabusormo.""",Ilocano
Inted ni Abram kenkuana ti apagkapullo ti amin a sinamsamna.,Ilocano
"<lbl>21</lbl> Kinuna ti ari d Sodoma ken Abram, ""Alaem dagiti sinamsammo ngem isublim dagiti amin a tattaok.""",Ilocano
"<lbl>22</lbl> Insungbat ni Abram, ""Isapatak iti Apo a Kangatoan a Dios, ti namarsua iti langit ken daga, <lbl>23</lbl> nga awan ti alaek a kukuam, uray la koma sinulid wenno kord6n ti sapatos.",Ilocano
"Iti kasta, dimonto makuna, 'Siak ti nangpabaknang ken ni Abram.'",Ilocano
<lbl>24</lbl> Awan ti alaek nga agpaay kaniak.,Ilocano
Dagid laeng inaramat dagiti tattao ti alaek.,Ilocano
"Ngem ipalubosmo koma nga alaen dagiti kakaduak, da Aner, Escol ken Mamre, ti bingayda.""",Ilocano
"Abramket nangngegna ti Apo a makisasao kenkuana: ""Dika agbuteng, Abram.",Ilocano
"Salaknibanka iti amin a peggad ket ikkanka iti naindaklan a gunggona.""",Ilocano
Abram.,Ilocano
"""0 Apo Dios, ania ti serbi kaniak ti gunggona nga itedmo kaniak idinto ta awan anakko?",Ilocano
Ni laeng Eliezer a taga-Damasco ti agtawid kadagiti sanikuak.,Ilocano
"<lbl>3</lbl> Dinak pinaraburan iti anak ket maysa kadagiti tagabuk ti agtawid iti sanikuak.""",Ilocano
"<lbl>4</lbl> Kalpasanna, nangngegna manen ti Apo a makisasao kenkuana, ""Saan a tawiden daytoy a tagabu ti sanikuam; tinto bukodmo nga anak ti agtawid iti sanikuam.""",Ilocano
"<lbl>5</lbl> Inruar ti Apo ni Abram ket kinunana, ""Tumangadka ket padasem a bilangen dagiti bituen; kastanto ti kaadu dagiti kaputotam.""",Ilocano
"<lbl>6</lbl> Nagtalek ni Abram iti Apo ket gapu iti daytoy, naay-ayo kenkuana ti Apo ket inawatna a kas nalinteg ni Abram.",Ilocano
"<lbl>7</lbl> Kalpasanna, kinuna ti APO kenkuana, ""Sick ti APO a narigiruar kenka iti Ur idiay Babilonia tapno itedko a tagikuaem daytoy a daga.""",Ilocano
"<lbl>8</lbl> Ngem kinuna ni Abram, ""0 Apo Dios, kasano a maammoak a kuktiak daytoy a daga?""",Ilocano
"<lbl>9</lbl> Insungbatna, ""Yegannak iti baka, kalding, kalakian a karnero tallo a tawen ti tunggal maysa, maysa a kalapati ken maysa a pagaw.""",Ilocano
<lbl>10</lbl> Indatag ni Abram dagiti animal iti Dios; pinartina a ginudua dagitoy sang inintar iti dua a batog.,Ilocano
Ngem ding ginudua ti kalapati ken ti pagaw.,Ilocano
<lbl>11</lbl> Nagdisso dagiti agila kadagiti bangkay dagiti animal ngem binugawna ida.,Ilocano
maparparigatdanto iti uneg ti 400 a tawen.,Ilocano
<lbl>14</lbl> Ngem dusaekto ti nasion a mangtagabu kadakuada ket adunto a kinabaknang ti alaenda inton pumanawda iti dayta a daga.,Ilocano
a sitatalna ket maitanemkanto.,Ilocano
"<lbl>21</lbl> dagiti Amorreo, dagiti Cananeo, dagiti Gergeseo ken dagiti Jebuseo.""",Ilocano
"tinto anakna ti pannakaanakko.""",Ilocano
Immanamong ni Abram iti inibaga kenkuana ni Sarai nga asawana.,Ilocano
"<lbl>3</lbl> Iti kasta, intedna ni Agar ken ni Abram tapno agserbi a kas asawana.",Ilocano
(Napasamak daytoy idi adda sangapulo a tawenen ni Abram iti daga ti Canaan.),Ilocano
<lbl>4</lbl> Kinaidda ni Abram ni Agar ket nagsikog ti babai.,Ilocano
"Idi madlawna a masikogen, timmangsit ket inumsina ni Sarai.",Ilocano
"<lbl>5</lbl> Kinuna ni Sarai ken ni Abram, ""Basolmo ti panangumsi kaniak ni Agar.*",Ilocano
"Siak a mismo ti nangted kenka ket manipud ammona a masikogen, um-umsiennakon.",Ilocano
"Ikeddeng koma ti Apo no siasino kadata ti mapabasol.""",Ilocano
"<lbl>6</lbl> Kinuna ni Abram, ""Uray ket tagabum.",Ilocano
Sika ti makaammo kenkuana.,Ilocano
"Aramidem ti kayatmo.""",Ilocano
"Iti kasta, pinarigat ni Sarai ni Agar agingga a nagtalaw ti tagabu.",Ilocano
"<lbl>7</lbl> Nasarakan ti maysa nga anghel ti Apo iti ubbog iti let-ang, iti dalan nga agpa-Sur <lbl>8</lbl> ket kimmana, ""Agar, tagabu ni Sarai, sadino ti naggapuam ket sadino ti papanam?""",Ilocano
"Finalawak ti apok,"" insungbat ni Agar.",Ilocano
makabilang kadakuada.,Ilocano
"<lbl>11</lbl> Aganakkanto iti lalaki ket panaganamtO iti Ismael ag,,ipud to impangag ti APO t, aSUgno.",Ilocano
<lbl>12</lbl> Ngem agbiagto ti anakmo a kas atop nga asno.,Ilocano
Busorennanto ti amin a tao ket busorento met ti amin a tao.,Ilocano
"Agnaedto iti laksid dagiti amin a kabagianna.""",Ilocano
"<lbl>13</lbl> Kinuna ni Agar iti bagina, ,Pudno kadi a nakitak ti Dios ket sibibiagak pay laeng?""",Ilocano
"Ngarud, pinanagananna ti Apo a nakisarita kenkuana iti ""Ti Dios a Makakita.""",Ilocano
"<lbl>14</lbl> Daytoy ti gapuna a maaw-awagan ti bubon nga adda iti nagbaetan ti Kades ken Bered iti ""Ti Bubon ti Sibibiag a Makakita Kaniak.""",Ilocano
<lbl>15</lbl> Lalaki ti impasngay ni Agar ket pinanaganan ni Abram iti Ismael.,Ilocano
<lbl>16</lbl> Walopulo ket innem ti tawen idi ni Abram.,Ilocano
naimbag.,Ilocano
"<lbl><i>2</i></lbl> Makitulagak kenka ket ikkankanto iti adu a kaputotam.""",Ilocano
"<lbl><i>4</i></lbl>  ""Daytoy ti pagtulaganta: Ikarik nga agbalinkanto a kapuonan ti adu a nasion.",Ilocano
<lbl><i>5</i></lbl>  Saanen nga Abram ti naganmo.,Ilocano
"Manipud ita, maawagankan iti Abraham"" agsipud ta pagbalinenka a kapuonan ti adu a nasion.",Ilocano
<lbl><i>6</i></lbl>  Ikkankanto iti adu a kaputotan.,Ilocano
Agbalinto nga ari ti sumagmamano kadakuada.,Ilocano
Adunto unay ti kaputotam.,Ilocano
Ket agbalindanto nga adu a nasion.,Ilocano
"<lbl><i>7</i></lbl>  ""Agnanayon daytoy a tulag ket tungpalckto ti karik kenka ken kadagiti sumarsaruno a kaputotam.",Ilocano
Siakto ti Diosmo ken ti Dios dagiti kaputotani.,Ilocano
<lbl><i>8</i></lbl>  Itedkonto kenka ken kadagiti kaputotan daytoy a daga a pagnanaedam ita a kas ganggannaet.,Ilocano
"Kukuanto dagiti kaputotam iti agnanayon ti entero a daga ti Canaan, ket siakto ti Diosda.""",Ilocano
"<lbl><i>9</i></lbl>  Kinuna ti Dios ken ni Abraham, ""Masapul a tungpalem met ti nagtulaganta, sika ken dagiti sumarsaruno a kaputotam.",Ilocano
"<lbl><i>10</i></lbl>  Masapul nga umanamongkayo, sika ken dagiti kaputotam, a makugit ti amin a lalaki kadakayo.",Ilocano
* <lbl><i>17:5</i></lbl>  <i> Abraham:</i> Umasping ti pannakabalikas daytoy a nagan iti sao nga <i>ama ti adu a nasion iti</i> Hebreo.,Ilocano
11.1,Ilocano
"2 Manipud ita, masapul a kugitern ti ubing a lalaki nga adda walo nga aidawnanâ€¢ Mairaman a makugit dagiti tagabu a nayanak iti balaymo ken dagiti tagabu a ginatangmo kadagiti ganggannaet.",Ilocano
Daytoy ti pakakitaan nga adda nagtulaganta.,Ilocano
<lbl><i>13</i></lbl>  Masapul a makugit ti tunggal maysa ket addanto marka ti bagi a mangipakita nga agnanayon ti nagtulaganta.,Ilocano
"<lbl><i>14</i></lbl>  Mailaksid kadagiti tattaok ti siasinoman a lalaki a saan a nakugit agsipud ta saanna a tinungpal ti nagtulaganta.""",Ilocano
"is Kinuna ti Dios, ""Saanmon nga awagan ni asawam id Sarai.",Ilocano
"Manipud ita, Sara ti naganna.",Ilocano
<lbl><i>16</i></lbl>  Bendisionakto ket yanakannakanto iti lalaki.,Ilocano
Bendisionakto ket agbalinto nga ina dagiti nasion.,Ilocano
"Agbalinto nga ari ti sumagmamano kadagiti kaputotanna.""",Ilocano
"<lbl><i>17</i></lbl>  Nagpakleb ni Abraham iti daga ngem rinugianna ti nagkatawa idi kinunana id bagina, ""Makaputot pay ngata ti lalaki a 100 ti tawerma?",Ilocano
"Aganak pay ngata ni Sara idinto a 90 ti tawennan?""",Ilocano
"<lbl>18</lbl> Kinunana iti Dios, ""Apay a dimo ipalubos a ni Ismael laengen ti agtawid kadagiti sanikuak?""",Ilocano
"<lbl>19</lbl>  Ngem kinuna ti Dios, ""Saan.",Ilocano
Aganakto ni Sara iti lalaki ket panaganamto iti Isaac.*,Ilocano
Tungpalekto ti pagtulaganmi ken ni Isaac ken kadagid kaputotanna iti agnanayon.,Ilocano
Agnanayon daytoy a tulag.,Ilocano
<lbl>20</lbl>  Impangagko ti dawatmo maipapan ken ni Ismael.,Ilocano
Bendisionakto ngarud ket ikkak iti adu a kaputotan.,Ilocano
Isunto ti ama ti sangapulo ket dua a pangulo ket pagbalinekto a naindaklan a nasion dagiti kaputotanna.,Ilocano
"<lbl>21</lbl>  Ngem tungpalekto ti tulagko ken ni Isaac nga anakmo a yanak ni Sara iti kastoy a tiempo inton umay a tawen.""",Ilocano
<lbl>22</lbl>  Pimmanaw ti Dios kalpasan ti panagsaona ken ni Abraham.,Ilocano
* <lbl>17:19</lbl> <i>Isaac:</i> Agkatawa ti kayat a sawen daytoy a pagan iti Hebreo.,Ilocano
sangapulo ket tallo met ti tawen ni Ismael.,Ilocano
<lbl>27</lbl>  agraman dagiti amin a tagabu ni Abraham.,Ilocano
yan dagiti nasagradoan a kayo ti Mamre.,Ilocano
"Agtutugaw idi ni Abraham iti ruangan ti toldana <lbl>2</lbl> ket idi tumangad, nakitana ti tallo a lallaki a nakatakder iti asideg.",Ilocano
Timmaray a nangsabat kadakuada apaman a nakitana.,Ilocano
"Nagpakleb iti daga <lbl>3</lbl> sang kinuna, ""Appo, madadaanak nga agserbi kadakayo.",Ilocano
Pangngaasiyo to dumagaskayo.,Ilocano
<lbl>4</lbl> Yalaankayo iti danum a pangbuggoyo kadagiti sakayo.,Ilocano
"Mabalinyo ti aginana ditoy, iti sirok dagitoy a kayo.",Ilocano
panagbiaheyo.,Ilocano
"Mapadayawanak iti yaayyo iti taengko ket palubosandak kadi a mangsangaili kadakayo.""",Ilocano
"""Agyaniankanii,"" insungbatda.",Ilocano
"""Padayawanmi ti awismo.""",Ilocano
"<lbl>6</lbl> Nagdardaras ni Abraham a simrek iti toldana ket kinunana ken ni Sara, ""Darasem!",Ilocano
"Mangalaka iti sangasupot iti kasayaatan nga arina ket manglutoka iti tinapay.""",Ilocano
"<lbl>7</lbl> Kalpasanna, nagtaray a napan iti yan dagiti arban ket nangpih iti nalukmeg nga urbon ti baka.",Ilocano
Intedna iti maysa kadagiti adipenna a nagdardaras a napan nangisagana.,Ilocano
"<lbl>8</lbl> Nangala ni Abraham iti mantekilia, gatas, ken ti karne a pinalutona ket impasangona kadagiti lallaki.",Ilocano
"Sadiay, iti sirok ti kayo, sinerbianna ida bayat ti pannanganda.",Ilocano
"<lbl><i>9</i></lbl> Ket sinaludsodda, ""Yan ni Sara nga asawam?""",Ilocano
"""Adda idiay uneg ti tolda,"" insungbat ni Abraham.",Ilocano
"<lbl>10</lbl> Kinuna ti maysa kadakuada,""Agsubbakto kalpasan ti siam a bulan ket addanton anak ni Sara nga asawam.""",Ilocano
"kimbetakon, agganasak pay ngata a makikaidda?",Ilocano
"Maysa pay, lakay unayen ti asawak.""",Ilocano
"kunana, Tudno kadi a mabalinko ti aganak idinto ta baketakon?'",Ilocano
<lbl>14</lbl> Adda aya banag a narigat nga aramiden ti Apo?,Ilocano
"Kas kinunak, siam a bulan manipud ita, agsubliakto ket aganakto ni Sara iti lalaki.""",Ilocano
"<lbl>15</lbl> Gapu ta mabuteng ni Sara, naglibak ket kinunana, ""Diak nagkatawa.""",Ilocano
"""Wen, nagkatawaka,"" kinuna ti sangaili.",Ilocano
<lbl>16</lbl> Pimmanaw dagiti lallaki ket napanda iti Lugar a pakatannawaganda iti Sodoma.,Ilocano
Kimmuyog ni Abraham kadakuada tapno itulodna ida iti dalanda.,Ilocano
Abraham tapno ibilinna kadagiti lallaki nga annakna ken dagiti kaputotanna a tungpalendak ket agaramidda id naimbag ken nalinteg.,Ilocano
"No aramidenda day-toy, aramidek dagiti amin nga inkarik nga agpaay kenkuana.""",Ilocano
ket nakaro unay ti basolda.,Ilocano
"<lbl>21</lbl> Masapul a bumabaak tapno ammoek no pudno wenno saan dagiti nadamagko a pammabasol.""",Ilocano
"<lbl>22</lbl> Kalpasanna, pimmanaw dagiti lallaki ket nagturongda idiay Sodoma ngem nagbati ti Apo iti yan ni Abraham.",Ilocano
"<lbl>23</lbl> Inasitgan ni Abraham <b>ti Apo ket</b> sinaludsodna, ""Talaga kadi nga iramanino a pukawen dagiti awanan basol kadagiti nakabasol?",Ilocano
"<lbl>24</lbl> No adda limapulo a tattao nga awanan basol id siudad, pukawem pay la kadi ti entero a siudad?",Ilocano
"Saanmo aya a pakawanen ti siudad tapno, maispal dagiti limapulo?",Ilocano
<lbl>25</lbl> Awan duadua a dimo iraman a patayen dagiti awanan basol kadagiti adda basolna.,Ilocano
Saan a mabalin nga aramidem ti kasta.,Ilocano
"No kasta ti aramidem, mairaman a madusa dagiti awan basolna kadagiti adda basolna.",Ilocano
Saan a mabalin nga aramidem ti kasta.,Ilocano
"Masapul a nainkalintegan ti panangukom ti Hues ti entero a lubong.""",Ilocano
"Sodoma nga awanan basol, ispalek ti entero a siudad gapu kadakuada.""",Ilocano
"basolna a saan ketdi a limapulo, dadaelem kadi ti entero a siudad gapu ta lima ti kurangna a limapulo?""",Ilocano
"Insungbat ti APO, ""Diak pukawen ti siudad no adda masarakak nga uppat a pulo ket lima a tattao nga awanan basol.""",Ilocano
"awan basolna.""",Ilocano
"""Diak pukawen gapu kadagiti uppat a pulo,"" insungbatna.",Ilocano
"ngay tallopulo laeng?""",Ilocano
"Kinunana, ""Diak pukawen no adda masarakak a tallopulo.""",Ilocano
"<lbl>31</lbl> Kinuna ni Abraham, ""Pangngaasim ta pakawanem ti kinaturedko nga agsaludsod pay, Apo.",Ilocano
"No ngay duapulo laeng ti Masarakan?""",Ilocano
"masarakak,"" insungbat ti Apo.",Ilocano
"<lbl>32</lbl> Kinuna ni Abraham, ""Pangngaasim, Apo, ta dika agpungtot; daytoyen ti maudi a panagsaludsodko.",Ilocano
"No ngay sangapulo laeng ti masarakan?""",Ilocano
"Kinunana, ""Disk dadaelen ti siudad no adda sangapulo.""",Ilocano
"<lbl>33>/lbl> Kalpasan ti pannakisao ti Apo ken ni Abraham, pimmanaw ket nagawid metten ni Abraham.",Ilocano
<lbl>19</lbl> Sumipnget idi dumteng dagiti dua nga anghel idiay Sodoma.,Ilocano
"Agtutugaw idi ni Lot iti ruangan ti siudad ket apaman a nakitana ida, timmakder a napan simmabat.",Ilocano
"Nagparintumeng a nagruknoy iti sangoda <lbl>2</lbl> ket kinunana, ""Appo, madadaanak nga agserbi kadakayo.",Ilocano
Pangngaasiyo ta durnagaskayo iti balayko.,Ilocano
Mabalinyo a buggoan dagiti sakayo ket umiankayo.,Ilocano
"Inton bigat, mabalinyo ti agriing a masapa ket agtuloykayo iti papananyo.""",Ilocano
"Ngem insungbatda, ""Saanen.",Ilocano
"Umiankami ditoy plasa.""",Ilocano
"ni Lot dagiti adipenna nga ,gluitoda iti tinapay ken mangisaganada iti naimas a taraoll dagiti sangaih ket kinnanda.",Ilocano
ti balay.,Ilocano
"Adda sadiay dagiti amin a lallaki iti siudad, agtutubo ken lallakay.",Ilocano
nagdagus iti balaymo ita a rabii?,Ilocano
"Iruarmo ida!""",Ilocano
Kayat a kaiddaen ida dagiti lallaki ti Sodomy.,Ilocano
<lbl>6</lbl> Rimmuar ni Lot ket sinerraanna ti ridaw.,Ilocano
a kinadakes.,Ilocano
<lbl>8</lbl> Adda dua nga annakko a babbai a di pay nakikaidda iti lalaki.,Ilocano
Iruarko ida ket aramidenyo ti kaykayatyo kadakuada.,Ilocano
"Ngem diyo an-anoen dagitoy a lallaki; sangailik ida ket masapul a salaknibak ida.""",Ilocano
Lot ket immasidegda tapno rakrakenda ti ridaw.,Ilocano
<lbl>10</lbl> Ngem ginuyod dagiti lallaki nga adda iti uneg ni Lot iti uneg ti balay sada sinerraan ti ridaw.,Ilocano
"<lbl>11</lbl> Kalpasanna, pinagbulsekda dagid amin a lallaki iti ruar tapno saanda a masarakan ti ridaw.",Ilocano
siudadâ€”ipanawmo ida ditoy <lbl>13</lbl> gapu ta dadaelenmi daytoy a lugar.,Ilocano
"Nangngeg ti Apo dagid nakaro a pammabasol a maibusor kadagitoy a tattao ket imbaonnakami a mangdadael iti Sodoma.""",Ilocano
"<lbl>14</lbl> Kalpasanna, napan ni Lot kadagid lallaki a manugangennanto ket kinunana, ""Darasenyo ti pumanaw ditoy!",Ilocano
"Dadaelen ti Apo daytoy a lugar.""",Ilocano
Ngem impagarupda nga agang-angaw ni Lot.,Ilocano
"<lbl>15</lbl> Iti parbangon, inapura dagiti anghel ni Lot.",Ilocano
"""Darasem!""",Ilocano
kinunada.,Ilocano
"""Alaem ti asawam ken dagiti dua nga annakmo ket pumanawkayo tapno dikay matay no madadael ti siudad.""",Ilocano
"kadagiti anghel, ""AgtaraykayoW Isalakanyo ti biagyo.",Ilocano
Dikay tumaltalliaw ket dikay agsardeng id tanap.,Ilocano
"Agkamangkayo kadagiti turod tapno dikay matay.""",Ilocano
makamakamnak ti didigra ket matayak sakbay a makadanonak sadiay.,Ilocano
<lbl>20</lbl> Makitam dayta bassit nga ili?,Ilocano
Mabalinko ti agkamang sadiay ta asideg.,Ilocano
"Sadiayen ti papanakâ€”makitam met a bassit laeng a lugarâ€”ket awanto ti pakaan-anoak.""",Ilocano
"<lbl>21</lbl> Insungbatna, ""Ala wen, patgak ti dawatmo.",Ilocano
Saanko a dadaelen dayta nga ih.,Ilocano
<lbl>22</lbl> Darasem!,Ilocano
Agtarayka!,Ilocano
"Diak marugian ti aramidek agingga a makadanonka sadiay.""",Ilocano
"Gapu ta inawagan ni Lot a bassit ti ih, napanaganan iti Soar.*",Ilocano
kadagiti siudad ti Sodoma ken Gomorra.,Ilocano
<lbl>25</lbl> Nadadael dagid siudad ken ti entero a tanap agramarl dagiti amin a tattao sadiay ken amin a nagtubo id daga.,Ilocano
<lbl>26</lbl> Ngem timmalliaw ti asawa ni Lot ken nagbalin nga adigi nga asin.,Ilocano
"<lbl>27</lbl> Iti agsapa iti sumuno nga aldaw, dinardaras ni Abraham ti napan iti lugar a nagtakderanna idi iti sangoanan ti Apo.",Ilocano
<lbl>28</lbl> Tinannawaganna ti Sodoma ken Gomorra ken ti entero a tanap ket nakitana ti agpangpangato nga asuk a kasla iti asuk a naggapu iti dakkel nga orno.,Ilocano
"<lbl>29</lbl> Ngem idi dinadael ti Dios dagiti siudad iti tanap, ti lugar a pagnaedan ni Lot, linaglagipna ni Abraham ket pinalubosanna ni Lot a pumanaw a mapan iti disco nga awan pakaan-anoanna.",Ilocano
a anakta.,Ilocano
"<lbl>32</lbl> Bartekenta ni  tatang tapno mabalinta a kaiddaen ket aganakta.""",Ilocano
"<lbl>33</lbl> Iti dayta a rabii, binartekda ni tatangda ket kinaidda ti inauna.",Ilocano
"aldaw, kinuna ti inauna id kabsatna, ""Nakikaiddaak ken ni tatang idi rabii.",Ilocano
"Bartekenta manen ita a rabii, ket makikaiddaka met kenkuana.",Ilocano
"Iti kasta, agpadata a maaddaan iti anak kenkuana.""",Ilocano
"<lbl>35</lbl> Binartekda ngarud ti amada, ket napan kinaidda ti inaudi.",Ilocano
"Kassa unay manen ti bartek ni Lot, ket dina ammo a ti anakna ti kakaiddaenna.",Ilocano
<lbl>36</lbl> Kastoy ti panagsikog dagiti armak ni Lot.,Ilocano
Naalada ti sikogda ken ni amada.,Ilocano
